"Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species","COG_Name","COG_Category"
"Bacteria","Unknown","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus","Thermus filiformis","Molecular chaperone DnaK (HSP70)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus xanthus","GTPase involved in cell partioning and DNA repair","Cell cycle control, cell division, chromosome partitioning;Replication, recombination and repair"
"Bacteria","Unknown","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium botulinum","Ribosomal protein L23","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium","Acetobacterium woodii","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus fermentum","Ribosomal protein L21","Translation, ribosomal structure and biogenesis"
"Eukaryota","Unknown","Unknown","Unknown","Dictyosteliida","Unknown","Dictyostelium","Dictyostelium discoideum","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus","Ribosomal protein S13","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio vulnificus","Leucyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia farcinica","Ribosomal protein L13","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus delbrueckii","3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase","Lipid transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis","Ribosomal protein L32","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","Escherichia hermannii","Outer membrane protein (porin)","Cell wall/membrane/envelope biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus reuteri","UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase","Cell wall/membrane/envelope biogenesis"
"Bacteria","Unknown","Firmicutes","Unknown","Unknown","Unknown","Unknown","Unknown","tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus","",""
"Bacteria","Unknown","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium chlorochromatii","Phosphotransferase system, HPr and related phosphotransfer proteins","Signal transduction mechanisms;Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus fermentum","FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma laidlawii","Outer membrane murein-binding lipoprotein Lpp","Cell wall/membrane/envelope biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus fermentum","Molybdenum cofactor biosynthesis enzyme MoaA","Coenzyme transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus reuteri","Excinuclease UvrABC, nuclease subunit","Replication, recombination and repair"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Translation initiation factor IF-1","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus uberis","",""
"Bacteria","Unknown","Aquificae","Aquificae","Aquificales","Aquificaceae","Hydrogenobaculum","Hydrogenobaculum sp. Y04AAS1","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Unknown","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis subsp. subtilis str. 168","",""
"Bacteria","Unknown","Cyanobacteria","Unknown","Nostocales","Nostocaceae","Anabaena","Anabaena variabilis","Translation initiation factor IF-3","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown","Ribosomal protein S17","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Unknown","Unknown","Ribosomal protein L14","Translation, ribosomal structure and biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein L16/L10AE","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Borrelia","Borrelia bavariensis","RNase adaptor protein for sRNA GlmZ degradation, contains a P-loop ATPase domain","Signal transduction mechanisms"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Molecular chaperone, HSP90 family","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Cytochrome c biogenesis factor","Energy production and conversion;Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans","Ribosomal protein S3","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus plantarum","FoF1-type ATP synthase, beta subunit","Energy production and conversion"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella frigidimarina","Outer membrane protein (porin)","Cell wall/membrane/envelope biogenesis"
"Bacteria","Unknown","Cyanobacteria","Unknown","Prochlorales","Prochlorococcaceae","Prochlorococcus","Prochlorococcus marinus","Molecular chaperone DnaK (HSP70)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","",""
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","Streptomyces arenae","FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","Thiobacillus","Thiobacillus denitrificans","Outer membrane murein-binding lipoprotein Lpp","Cell wall/membrane/envelope biogenesis"
"Bacteria","Unknown","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Geobacter metallireducens","Ribosomal protein L15","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium pasteurianum","Ribosomal protein S4 or related protein","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia phytofirmans","Ribosomal protein S17","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","Ribosomal protein L2","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Ribosomal protein L36","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","3-phosphoglycerate kinase","Carbohydrate transport and metabolism"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Gamma-glutamyl phosphate reductase","Amino acid transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis","Deoxycytidine triphosphate deaminase","Nucleotide transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","Ribosomal protein S7","Translation, ribosomal structure and biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Cyanobacteria","Unknown","Chroococcales","Unknown","Synechocystis","Synechocystis sp. PCC 6803","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Unknown","FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus fermentum","",""
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium smegmatis","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Beta-galactosidase/beta-glucuronidase","Carbohydrate transport and metabolism"
"Archaea","Unknown","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus","Pyrococcus horikoshii","Dihydroorotate dehydrogenase","Nucleotide transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase","Coenzyme transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","Unknown","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","Serratia proteamaculans","FoF1-type ATP synthase, alpha subunit","Energy production and conversion"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Unknown","Tropheryma","Tropheryma whipplei","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","Escherichia coli","Molecular chaperone DnaK (HSP70)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Saccharophagus","Saccharophagus degradans","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium fujikuroi","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","Escherichia coli","Ribosomal protein L23","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pyogenes","Chaperonin GroEL (HSP60 family)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Ribosomal protein L2","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Unknown","Exiguobacterium","Exiguobacterium sibiricum","Gamma-glutamyltranspeptidase","Amino acid transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus fermentum","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus sakei subsp. sakei 23K","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus fermentum","Isocitrate/isopropylmalate dehydrogenase","Energy production and conversion;Amino acid transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium extorquens","",""
"Bacteria","Unknown","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium acetobutylicum","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Unknown","Unknown","Unknown","Unknown","6-phosphofructokinase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Unknown","Unknown","16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus fermentum","FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii","Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily","Defense mechanisms"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus fermentum","Ribosomal protein L23","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","Molecular chaperone, HSP90 family","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus pentosaceus","Ribosome-associated translation inhibitor RaiA","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus sakei subsp. sakei 23K","Dihydrodipicolinate synthase/N-acetylneuraminate lyase","Amino acid transport and metabolism;Cell wall/membrane/envelope biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis subsp. subtilis str. 168","Pyruvate kinase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus","Beta-galactosidase/beta-glucuronidase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Unknown","Unknown","Unknown","Unknown","ABC-type sugar transport system, ATPase component","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus brevis","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis","Ribosomal protein L24","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus brevis","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi","Ribosomal protein L19","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","Streptomyces avermitilis","Glycine/D-amino acid oxidase (deaminating)","Amino acid transport and metabolism"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Ornithine carbamoyltransferase","Amino acid transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","Escherichia coli","Ribosomal protein S2","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Aquificae","Aquificae","Aquificales","Aquificaceae","Aquifex","Aquifex aeolicus","Ribosomal protein S13","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter sphaeroides","",""
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri","Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins","Cell wall/membrane/envelope biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus reuteri","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Glycine/serine hydroxymethyltransferase","Amino acid transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus","Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","Escherichia coli","3-phosphoglycerate kinase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Unknown","Unknown","Unknown","Triosephosphate isomerase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unknown","",""
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Clavibacter","Clavibacter michiganensis subsp. michiganensis NCPPB 382","",""
"Bacteria","Unknown","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga","Thermotoga maritima","Ribosomal protein S13","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Chaperonin GroEL (HSP60 family)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Ribosomal protein L15","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Ribosomal protein S11","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis","ABC-type multidrug transport system, ATPase and permease component","Defense mechanisms"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","Chaperonin GroEL (HSP60 family)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","Escherichia coli","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus sakei subsp. sakei 23K","Cytoplasmic iron level regulating protein YaaA, DUF328/UPF0246 family","Inorganic ion transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unknown","Unknown","Transcriptional and/or translational regulatory protein YebC/TACO1","Transcription;Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Unknown","Unknown","Unknown","Ribosomal protein S17","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii","",""
"Bacteria","Unknown","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter hepaticus","Ribosomal protein L1","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unknown","Unknown","Ribosomal protein S9","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus subsp. aureus Mu3","Ribosomal protein L30/L7E","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pyogenes","Intein/homing endonuclease","Replication, recombination and repair;Mobilome: prophages, transposons"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus sphaericus","Putative ribosome biogenesis GTPase RsgA","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus reuteri","Ribosomal protein L30/L7E","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus","Glutathione synthase/RimK-type ligase, ATP-grasp superfamily","Coenzyme transport and metabolism;Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Bacterial nucleoid DNA-binding protein","Replication, recombination and repair"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter diazotrophicus","Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Buchnera","Buchnera aphidicola","Methionyl-tRNA formyltransferase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","Ribosomal protein L31","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Unknown","Unknown","Unknown","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae","Enolase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium botulinum","Molecular chaperone DnaK (HSP70)","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Unknown","Unknown","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Unknown","Unknown","Unknown","Acetyl-CoA acetyltransferase","Lipid transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces hansenii","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus","Enolase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus fermentum","Ribosomal protein L22","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Unknown","Exiguobacterium","Exiguobacterium sp. AT1b","Ribosomal protein S16","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Arthrobacter sp. FB24","Translation elongation factor EF-G, a GTPase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus reuteri","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis","Translation elongation factor EF-G, a GTPase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii","Protein chain release factor A","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis subsp. cremoris MG1363","Ribosomal protein S19","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia","Unknown","Ribosomal protein L19","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus salivarius","Translation initiation factor IF-2, a GTPase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293","DNA-directed RNA polymerase, beta subunit/140 kD subunit","Transcription"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus reuteri","ABC-type phosphate/phosphonate transport system, ATPase component","Inorganic ion transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus plantarum","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae","Adenylosuccinate synthase","Nucleotide transport and metabolism"
